source_dataset,source_product_id,family_key,subtype_key,source_title,source_description,source_bullet_points,source_brand,source_color,source_image_urls_json,useful_judgments,useful_queries
esci,B00OJ72LHU,power-tools,drills,"BLACK+DECKER 20V MAX Matrix Cordless Drill/Driver (BDCDMT120C), Drill Kit (Orange)","","Powerful 20-volt max motor provides enough power for a full range of applications and attachments
Compact and lightweight design allows users to carry out drilling/driving tasks in confined spaces and with ease
Part of the 20-volt max system a system that demands attention
Included Components: (1) BDCDMT120 20V MAX Power Unit, (1) BDCMTDD Drill/Driver Attachment, (1) 20V MAX Lithium Ion Battery, (1) 20V MAX Charger, (1) Double-ended Bit
Matrix Quick Connect System",BLACK+DECKER,Black,"[""https://m.media-amazon.com/images/I/61in04SNPwS._AC_SX425_.jpg""]",7,black and decker drill | black and decker impact driver | black+decker matrix attachment | drill black and decker | matrix black and decker | multiherramienta black and decker | power drill cordless black and decker
esci,B07V29WVZG,power-tools,impact-tools,"MILWAUKEE'S Impact Wrench,Cordless,Full-Size,18VDC (2867-20)","","Power Tools
Manufacturer: Milwaukee
Made in: United States",MILWAUKEE'S,"","[""https://m.media-amazon.com/images/I/519hVZnZDrL._AC_SX425_.jpg""]",4,1/2 inch high torque impact wrench | 3/4 impact gun | milwaukee m18 grease gun | milwaukee one key
esci,B01N5OH6TV,power-tools,impact-tools,MILWAUKEE'S ELEC TOOL 2861-22 Mid-Torque Impact Wrench,"","Power state Brushless motor provides more power, more Run-Time, and longer life
The product is manufactured in China
Red link Plus electronic Intelligence enables advanced communication between battery and tool allowing for unmatched levels of performance, protection, and productivity",Milwaukee,"","[""https://m.media-amazon.com/images/I/91X+8e6IXsL._AC_SX679_.jpg""]",3,3/8 milwaukee impact | milwaukee impact wrench 1/2 and 3/8 | milwaukee mid torque 1/2 impact
esci,B07VYLSYQ6,power-tools,power-saws,"DEWALT ATOMIC 20V MAX Circular Saw, 4-1/2-Inch, Tool Only (DCS571B)","","Brushless motor of DEWALT circular saw allows you to cut up to 369 linear feet of 3/4-inch OSB using DCB205 battery (sold separately)
The cordless circular saw has the removable auxiliary handle for increased control
The compact circular saw has a hang hook for increased convenience
On-board blade key storage for hassle free blade changes
1-1/2-inch finger trigger allows users to choke-up on tool if necessary for their application",DEWALT,"","[""https://m.media-amazon.com/images/I/51wewJBNZyL._AC_SX425_.jpg""]",7,caladora dewalt | dewalt | dewalt 20v tools | dewalt 20v tools circular saw | dewalt tools | multi function circular saw | sierra circular skill
esci,B00RZXVQSU,power-tools,workshop-machines,"STANLEY FATMAX J7CS Portable Power Station Jump Starter: 700 Peak/350 Instant Amps, 120 PSI Air Compressor, 3.1A USB Ports, Battery Clamps","","Delivers jump-starting power with 700 peak amps and 350 instant starting amps
Reverse polarity alarm alerts when there is an improper connection; Connect the clamps to the battery, turn on the switch and start your vehicle
Features a 120 PSI air compressor to help inflate tires with low pressure; High-powered LED light rotates 270 degrees to help you work in the dark
Triple USB port provides portable power for electronic devices; Refer to user manual before usage of the product
Jump starter should be charged every 30 days when not in use; Charges using a standard household extension cord (sold separately).All Metal Powder Coated Clamps",STANLEY,silver,"[""https://m.media-amazon.com/images/I/91lFEH+9rLL._AC_SY450_.jpg""]",6,bartty pack charger for car | car battery jump starter charger | cat jump starter | portable battery charger automotive | portable car battery charger | stanley fatmax 140w power inverter with usb
esci,B0183RLW8A,power-tools,impact-tools,"DEWALT 20V MAX XR Impact Driver, Brushless, 3-Speed, 1/4-Inch, Tool Only (DCF887B)","","DEWALT built brushless motor and XR Li-Ion batteries of DEWALT impact driver deliver more run time and capacity over standard units
The cordless impact driver has 3-speed settings for optimized application versatility
Precision drive in speed 1 for precision applications and added control
3 LEDs with 20-second delay after trigger release, provide visibility without shadows
One-handed loading 1/4-inch hex chuck with easy grip sleeve, accepts 1-inch bit tips",DEWALT,"","[""https://m.media-amazon.com/images/I/81CibB60iLS._AC_SX425_.jpg""]",12,dcf887b dewalt impact | dewalt | dewalt 20v | dewalt 20v 1/4 impact tool only | dewalt 20v max compact | dewalt 20v tools | dewalt 20v tools brushless | dewalt drill | dewalt impact drill | impact drill | impact driver | motor tool dewalt
esci,B00NOZ08BY,power-tools,power-saws,"Makita XSS02Z 18V LXT Lithium-Ion Cordless 6-1/2"" Circular Saw, Tool Only","","Makita built motor delivers 3, 700 RPM for faster cutting and ripping through wood
Heavy gauge, precision machined base for smooth, accurate cutting and added durability
50 degree maximum bevel cutting capacity
Weighs only 7.3 pounds with battery (battery not included) for reduced operator fatigue
6 to 1/2 inches blade delivers a 2 to 1/4 inches cutting capacity for a wide range of cutting applications",Makita,BLUE-GREEN,"[""https://m.media-amazon.com/images/I/71GKEL4H8mL._AC_SX425_.jpg""]",3,36v makita skill saw | makita | makita jigsaw cordless 18v
esci,B00HQONFY6,power-tools,drills,"WEN 4214 12-Inch Variable Speed Drill Press,Orange","","Infinitely variable speed ranges from 580-3200 RPMS. Mechanical variable speed delivers equal torque throughout the range. LED read out displays speed.
Spindle Travel of 3-1/8"" with easy to read, locking linear depth stop for accurate and repeatable drilling operations. Front to the back of the motor is 22 inches
Quill diameter of 2.17 inches. Durable 2/3hp induction motor develops ample torque and power. Motor: 120 V, 60 Hz. Laser Module: Class III
9-1/2 x 9-1/2"" cast iron worktable features rack & pinion height adjustment and bevels up to 45 Degree left & right. Width with the handles: 14-1/2""
Includes drill press, mechanical variable speed, laser, table roller extension, 5/8"" keyed chuck & key, tools for assembly.Drill press Height from the Floor to the top: 37 inch",WEN,Orange,"[""https://m.media-amazon.com/images/I/81eqh-58SDL._AC_SX679_.jpg""]",3,carpenter bench press | drill press | floor drill press for woodworking
esci,B01HBXHI44,power-tools,power-saws,"DEWALT FLEXVOLT 120V MAX Miter Saw Kit, 12-Inch, Double Bevel, Compound, Sliding (DHS790AT2)","","Flexible - power of corded. Freedom of cordless. The world's first battery that automatically changes voltage when you change tools
Runtime; Up to 289 Cross Cuts in 3-1/4"" baseboard molding
Powerful 120V Brushless motor provides longer runtime compared to Brushed motors
CUTLINE blade positioning system; adjustment free cutline indicator
Portability - Compact design weighs only 56lbs.",DEWALT,"","[""https://m.media-amazon.com/images/I/612gAbzYKwL._AC_SX425_.jpg""]",4,12 in double bevel sliding compound miter saw | dewalt dwx726 rolling miter saw stand | dewalt flexvolt | dewalt flexvolt tools
esci,B01IR1SUEG,power-tools,drills,"BLACK+DECKER 20V MAX Cordless Drill Combo Kit, 2-Tool (BD2KITCDDI)","","Part of the black+decker 20V max* battery system
Drill / Driver features an 11 position clutch with a LED work light to illuminate the work surface
Impact Driver features a high performance transmission that delivers 1375 in-lbs of max torque
Quick release 1/4"" hex Chuck, 0-3000rpm, 0-3900ipm
Lightweight compact design on both tools",BLACK+DECKER,Black/Orange Impact Combo Kit,"[""https://m.media-amazon.com/images/I/719s1p4BBFS._AC_SX425_.jpg""]",8,20v max black and decker | black and decker drill | black and decker drill/ driver combination kit 109 pieces | black and decker impact driver | drill black and decker | impact drill | matrix black and decker | power drill cordless black and decker
esci,B0001Q2VPU,power-tools,workshop-machines,Makita MAC5200 3.0 HP Big Bore Air Compressor,"","Cast iron pump with Big Bore cylinder and piston is engineered to provide faster recovery time for improved performance
Powerful 3.0 HP motor produces 6.5 CFM at 90 PSI for increased productivity
Pump is oil-lubricated for cooler running temperatures and reduced wear
Durable cast iron cylinder reduces wear and increases pump life; removable for easy maintenance
Folding handle with low profile design for easy storage with handle folded",Makita,Teal,"[""https://m.media-amazon.com/images/I/712ZYsbglJL._AC_SY450_.jpg""]",3,ir air compressor | makita compressor | quincy compressor pump
esci,B009V5C5QC,power-tools,drills,BLACK+DECKER Matrix Router Attachment For Cordless Drill (BDCMTR),"","For use with BLACK+DECKER BDEDMT and BDCDMT112
Powerful Performance for most trimming, small edge forming, ""decorative woodworking ""and hinge routing applications
Quick Adjust button that allows for quick depth adjustment up to 1""
For use with BLACK+DECKER BDEDMT and BDCDMT112
Powerful Performance for most trimming, small edge forming, ""decorative woodworking ""and hinge routing applications",BLACK+DECKER,Black,"[""https://m.media-amazon.com/images/I/51WcfH0hD-S._AC_SX425_.jpg""]",3,black+decker matrix attachment | matrix black and decker | power drill cordless black and decker
esci,B01DQ19B1S,power-tools,drills,"DEWALT 20V MAX XR Cordless Drill Combo Kit, Brushless, 5.0-Ah, 2-Tool (DCK299P2)","","DCD996 20V MAX 1/2-inch hammerdrill 3-speed, high performance (0-2,250 rpm), all-metal transmission optimizes tool-to-task for fast application speeds and improved run-time of the cordless drill combo kit
DCD996 20V MAX 1/2-inch hammerdrill 0-38,250 BPM in the cordless tools combo kit is made for fast drilling in masonry materials
DCD996 20V MAX 1/2-inch hammerdrill in the drill/impact driver combo kit has a compact size (8.4 inch front-to-back length) and lightweight (4.7 lbs) design to fit tight areas
DCD996 20V MAX hammerdrill includes 3-Mode LED providing lighting in dark or confined spaces up to 20 times brighter than previous model
DCF887 20V MAX 1/4-inch impact driver provides 1,825 in-lbs of max torque at fast 0-3,250 RPM speed and 0-3,600 impacts per minute",DEWALT,Yellow/Black Hammerdrill & Impact Driver Combo Kit,"[""https://m.media-amazon.com/images/I/71VvzzxZYtL._AC_SX425_.jpg""]",11,18v 2-tool combo kit | 8v dewalt tools | compact /driver kit dewalt | dewalt 20v | dewalt 20v tools brushless | dewalt combo kit | dewalt cordless hammer drill | dewalt drill | dewalt hamell drill | dewalt impact drill | dewalt tools
esci,B07WC7RBGF,power-tools,workshop-machines,"Giraffe Tools Retractable Air Compressor Hose Reel Swivel with 3/8 in. x 50 ft Hybrid Hose, Ceiling / Wall Mounted Heavy Duty Industrial Commercial with Bracket, 300PSI","","【Auto Rewind】Simply give the hose a gentle tug and the air hose reel will retract all the way back in. No need to bother with cluttered hoses.
【Durable & Sturdy】Professional-grade all-steel construction with brass fittings, corrosion-resistant powder coat finish for a long service life that can last several years.
【Premium Hybrid Hose】50ft oil and abrasion-resistant air hose, this all-weather flexibility hybrid hose (-40 to 150 ℉ temperature range) is perfect for year-round use, even in the cold winter.
【Hose Guide & Lock】The hose can be locked at any length as you need and is guided by Four non-snag rollers to reduce abrasion and wear on the hose and resists kinking and tangling under pressure.
【Certification and Warranty】All Giraffe products strictly comply with ISO 9001, CE and other qu",Giraffe Tools,Orange & Black,"[""https://m.media-amazon.com/images/I/41WqmSi2lfL._AC_SX355_.jpg""]",3,1/2 air hose reel without the house | 1/4” retractable air hose reel without hose | 100 ftair hose reel without hose
esci,B00TDNKBMC,power-tools,workshop-machines,"California Air Tools 2010A Ultra Quiet and Oil-Free 1.0 HP 2.0-Gallon Aluminum Tank Air Compressor,Silver","","Ultra Quiet only 60 Decibels
Oil-Free Pump for Less Maintenance & Costs
2.0 Gallon (Rust Free) Aluminum Tank
Powerful 1.0 HP (Rated / Running) 2.0 HP (Peak) Motor
3.10 CFM at 40 PSI      2.20 CFM at 90 PSI ",California Air Tools,Silver,"[""https://m.media-amazon.com/images/I/71Q0sTqsfPL._AC_SX679_.jpg""]",5,air compressor for painting | quiet air compressor | quincy compressor pump | senco air compressor | ultra quiet air compressor
esci,B077ZD6BQS,power-tools,impact-tools,Milwaukee Electric Tools 2997-22 Hammer Drill/Impact Driver Kit,"","Product is manufactured in China
This product meets customer requirement
5 year warranty on material and workmanship
Product Dimensions: 6 x 20 x 14 inches",Milwaukee,"","[""https://m.media-amazon.com/images/I/81d+unAjzCL._AC_SX425_.jpg""]",8,milwaukee | milwaukee 18v fuel tools | milwaukee drill | milwaukee drills | milwaukee impact driverkit | milwaukee m18 drill | milwaukee m18 fuel drill | milwaukee tools
esci,B07Y6TTYCR,power-tools,power-saws,Metabo HPT 10-Inch Sliding Miter Saw Zero Rear Clearance Slide System Dual Bevel Laser Marker (C10FSHCT),"","INCLUDES: C10FSHCT miter saw, 10"" 40T TCT Saw Blade, Dust Bag, Vise Assembly, 13mm Box Wrench
POWER: Powerful 15 Amp motor to tackle tough cutting jobs with ease
BEVEL ANGLE: 0-48 degree bevel angle range to the right and left allows user to quickly and easily flip the saw blade, and leave the material in place
MITER ANGLE: 0-60° miter angle to the right and 0-55°miter angle to the left for ultra-flexibility
COMPACT SLIDE SYSTEM: Simple and compact slide system allows the saw Head to slide along fixed rails, for zero rear clearance",Metabo HPT,"","[""https://m.media-amazon.com/images/I/61BKirRECML._AC_SX679_.jpg""]",4,12 in double bevel sliding compound miter saw | 12 inch miter saw | metabo | miter saw
esci,B07JQM7C28,power-tools,sanders-polishers,"DEWALT 20V MAX Orbital Sander, Tool Only (DCW210B)","","Orbital sander with brushless motor provides runtime and efficiency to get the job done
Variable-speed control of the hand sander from 8,000 to 12,000 OPM to match the speed to the application.
Low-profile height of the power sander allows user to get close to work surface for precise sanding.
Replaceable 8-hole hook-and-loop sanding pad (DWE64233) for quick, easy paper changing.
Dust-sealed switch to protect against dust ingestion for long switch life.Texturized rubber overmold grip for comfortable sanding.One-handed locking dust bag..Dust port is designed to fit directly to the DWV010 or DWV012 dust collectors (sold separately).To attach dust port to other vacuum systems with 1-1/4-inch hoses, use DWV9000 Universal Quick Connector (sold separately)..PSA replacement pad available as servi",DEWALT,"","[""https://m.media-amazon.com/images/I/71DVn9i8LDL._AC_SX425_.jpg""]",12,caladora dewalt | dewalt | dewalt 20-volt max 8 tool | dewalt 20v | dewalt 20v tools | dewalt 20v xr oscillating | dewalt cordless planer dust bag | dewalt hand tools | dewalt sander 20v and jogsaw | hand sanders for wood | orbital sanders cordless | woodworking rotary tool best sellers
esci,B002X6VXL4,power-tools,workshop-machines,STANLEY J5C09 Portable Power Station Jump Starter: 1000 Peak/500 Instant Amps- 120 PSI Air Compressor- USB Port- Battery Clamps,"","Delivers serious jump-starting power with 1000 peak amps and 500 instant starting amps
Reverse polarity alarm alerts when there is an improper connection; Connect the clamps to the battery, turn on the switch and start your vehicle. All Metal Powder Coated Clamps
Features a 120 PSI air compressor to help inflate tires with low pressure; High-powered LED light rotates 270 degrees to help you work in the dark
Built-in 12V DC outlet and USB port provide portable power for electronic devices; Includes a limited 1 year manufacturer warranty
Jump starter should be charged every 30 days when not in use; Charges using a standard household extension cord (sold separately)",STANLEY,"","[""https://m.media-amazon.com/images/I/81jtu+TigfS._AC_SY450_.jpg""]",11,automotive jump starter | bartty pack charger for car | battery car jumper | car battery jump starter charger | cat jump starter | jump starter | jumper battery | jumper starter portable | portable car battery charger | stanley fatmax 140w power inverter with usb | tire inflator jump starter
esci,B019WA7146,power-tools,power-saws,"Makita SH02R1 12V max CXT Lithium-Ion Cordless 3-3/8"" Circular Saw Kit (2.0Ah)","","Makita-built motor delivers 1,500 RPM for faster cutting
3-3/8"" blade delivers a maximum cutting depth of 1"" for a wide range of cutting applications
Adjustable cutting depth from 1"" at 90° and 5/8"" at 45°
Tilting base for bevel cuts from 0° - 45°
Cuts plywood, MDF, pegboard, particleboard, melamine, drywall and more",Makita,"","[""https://m.media-amazon.com/images/I/71uJWQoYxxL._AC_SX425_.jpg""]",5,makita cxt | makita jigsaw cordless 18v | multi function circular saw | sierra circular skill | wood planner makita
esci,B009V5C58U,power-tools,impact-tools,BLACK+DECKER Matrix Impact Driver Attachment (BDCMTI),"","Impact driver delivers high performance output without kick back
Compact design maximizes user control for access in tight spaces
Variable speed allows for precision performance that's right for each job
RPMs (with MATRIX Power Unit): 12V MAX* = 0-2300, 20V MAX* = 0-3100 and AC 4A = 0-2500
BPMs (with MATRIX Power Unit): 12V MAX* = 0-2750, 20V MAX* = 0-3500 and AC 4A = 0-4000",BLACK+DECKER,Black,"[""https://m.media-amazon.com/images/I/61xh4s+2u1S._AC_SX425_.jpg""]",3,black and decker impact driver | black+decker matrix attachment | matrix black and decker
esci,B01H9BLJ4S,power-tools,impact-tools,"DEWALT FLEXVOLT 60V MAX Cordless Drill Combo Kit, Hammer Drill & Impact Driver (DCK299D1T1)","","DCD996 20V MAX* 1/2-inch hammerdrill 3-speed, high performance (0-2,000 rpm), all-metal transmission in cordless tools combo kit optimizes tool-to-task for fast application speeds and improved run-time
DCD996 20V MAX* 1/2-inch hammerdrill in the cordless tool set has 0-38,250 BPM for fast drilling in masonry materials
DCD996 20V MAX* 1/2-inch hammerdrill in DEWALT tool kit has a compact size (8.4-inch front-to-back length) and lightweight (4.7 lb) design to fit tight areas
DCD996 20V MAX* hammerdrill includes 3-Mode LED providing lighting in dark or confined spaces up to 20 times brighter than previous model
DCF887 20V MAX* 1/4-inch impact driver provides 1,825 in-lbs of max torque at fast 0-3,250 RPM speed and 0-3,600 impacts per minute",DEWALT,Black,"[""https://m.media-amazon.com/images/I/61nD9aatzcL._AC_SX679_.jpg""]",4,dewalt flexvolt | dewalt flexvolt tools | dewalt hamell drill | dewalt tool cases without tools
esci,B000HXT2N6,power-tools,power-saws,"DEWALT 10-Inch Table Saw, 16-Inch Rip Capacity (DW745)","","22 kilograms unit weight and optimized footprint make this the most portable saw in its class. Shoe bevels 0 to 45 for beveled cuts
Steel roll cage protects saw against jobsite drops and impacts, rack and pinion fence system, front and rear fence lock and large, clear scales combine to give an extremely accurate and easy to use saw
Powerful 1850 Watt motor for high performance in all applications. Max Rip To Left Of Blade 12 inch. Max Rip To Right Of Blade 20 inch
Fence system provides 610 millimeter of rip capacity in a portable design for cutting large sheet materials to size
Cast table top design ensures accuracy and precision, Overload protection system ensures powerful performance in hard, wet or frozen woods, Quick bevel lock with large scale for easy, accurate adjustments",DEWALT,Yellow/Black/Silver,"[""https://m.media-amazon.com/images/I/81pjYJ9LxIL._AC_SX425_.jpg""]",3,"10"" table saw | dicontinued compound mitersaw | tablesaw motor"
esci,B019C23JLI,power-tools,workshop-machines,"WORKSHOP Wet Dry Vacuum Accessories WS25021A 13-Foot Wet Dry Vacuum Hose, Extra Long 2-1/2-Inch x 13-Feet Locking Wet Dry Vac Hose for Wet Dry Shop Vacuums","","Using the included adapters This wet dry vacuum hose fits most shop vacuums with the standard 2-1/2-inch inlet port opening including workshop wet/dry vacuums.
Locking tab allows the wet dry Vac hose to easily detach for storage unlike some shop vacuum hoses
2-1/2-inch diameter vacuum accessories allows for larger sized debris collection and maximum airflow
Wet Dry vacuum hose fits most shop vacuums with the standard 2-1/2-inch inlet port opening; Length: 20 feet
2-1/2-Inch x 13-Foot Locking hose provides extended reach, and locking tab keeps hose connected to the wet dry vacuum cleaner during use",WORKSHOP Wet/Dry Vacs,Black,"[""https://m.media-amazon.com/images/I/81rYImNHc7L._AC_SX425_PIbundle-4,TopRight,0,0_SH20_.jpg""]",4,2.5 vacuum hose | replacement hose for shop vac 1.25-inch by 8-foot | shop vac accessories | stanley wet dry extention vacuum hise
esci,B00CHN6L74,power-tools,power-saws,"Makita SP6000J1 6-1/2"" Plunge Circular Saw Kit, with Stackable Tool case and 55"" Guide Rail, Blue","","12 AMP motor with variable speed control dial (2,000 - 5,200 RPM) for optimum performance in a variety of materials
Large cutting capacity (2-3/16"" at 90° and 1-9/16"" at 45°). Power Type- Corded
Bevel capability (-1 to 48°) with positive stops at 22.5° and 45°
Bevel capability (-1 to 48°) with positive stops at 22.5° and 45°
Makita SP6000J1 6-1/2"" Plunge Circular Saw Kit, with Stackable Tool case and 55"" Guide Rail",Makita,Blue,"[""https://m.media-amazon.com/images/I/61NDiSjMnWL._AC_SX425_.jpg""]",4,36v makita skill saw | makita tool box | track saw | triton track saw guide rail
abo,B085LQKW2Y,safety,work-gloves,"AmazonBasics Cut-Resistant Work Gloves, Cut Level A2, Polyurethane Coated Gloves, Touch Screen, Salt and Pepper, Size 10, XL, 6-Pairs","","Cut-resistant (A2 cut level), polyurethane-coated work gloves (size 10) provide strength, dexterity and protection against light to medium cut hazards",AmazonBasics,Salt & Pepper,"[""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/80/80248500.jpg"",""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/ae/ae959e9b.jpg"",""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/8b/8b221f53.jpg"",""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/2c/2cbf55fd.jpg""]",0,biss | Products > biss
abo,B085LR37FS,safety,work-gloves,"AmazonBasics Micro-Foam Nitrile-Coated Work Gloves, Nylon Liner Fibre, Touch Screen, Grey, Size 10, XL, 12 Pairs","","Work gloves (size 10; 12 pairs) provide added protection, comfort, and dexterity for enhanced work safety and productivity; ideal for a variety of tasks, including automotive, electrical and assembly work",AmazonBasics,Grey,"[""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/c9/c90ee93c.jpg"",""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/a4/a42261a0.jpg"",""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/d5/d51bb14d.jpg"",""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/f4/f4a3ed04.jpg""]",0,biss | Products > biss
abo,B085LQK93C,safety,work-gloves,"AmazonBasics Latex-Coated Work Gloves, Nylon Liner Fibre, Grey, Size 9, L, 24 Pairs","",Latex-coated grey work gloves (size 9; 24 pairs) provide added protection for enhanced work safety and productivity,AmazonBasics,Grey,"[""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/93/932f9f90.jpg"",""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/af/afc22fac.jpg"",""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/8a/8ae984b6.jpg"",""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/30/3014f775.jpg""]",0,biss | Products > biss
abo,B07FBFKG9L,safety,work-gloves,"AmazonBasics Cut Resistant (Cut Level A4) Polyurethane Coated Work Gloves, Touch Screen, Salt & Pepper, Size 5 (XXS)","","1 pair of cut-resistant (A4 cut level, size 5) work gloves helps protect hands from higher-level cut hazards",AmazonBasics,Salt & Pepper,"[""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/94/941a72e1.jpg"",""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/54/5406494c.jpg"",""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/16/1676b8f8.jpg"",""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/75/756bb76f.jpg""]",0,safety supply | Products > safety supply
abo,B085LQYPL8,safety,work-gloves,"AmazonBasics Polyurethane-Coated Work Gloves, Polyester Liner Fibre, Touch Screen, Grey, Size 9, L, 12 Pairs","","Polyurethane-coated work gloves (size 9; 12 pairs) provide added protection, comfort and dexterity for enhanced work safety and productivity",AmazonBasics,Grey,"[""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/d1/d14a3d97.jpg"",""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/7c/7cd31a69.jpg"",""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/48/48b2ce84.jpg"",""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/23/23b0096b.jpg""]",0,biss | Products > biss
abo,B07FFF42D9,safety,work-gloves,"AmazonBasics Cut Resistant (Cut Level A4) Polyurethane Coated Work Gloves, Touch Screen, Salt & Pepper, Size 10","","1 pair of cut-resistant (A4 cut level, size 10) work gloves helps protect hands from higher-level cut hazards",Amazon Basics,Salt & Pepper,"[""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/f9/f99c5bce.jpg"",""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/25/254ca33c.jpg"",""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/18/1811c5c0.jpg"",""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/d9/d908506c.jpg""]",0,safety supply | Categorías > safety supply
abo,B085LQDGFL,safety,work-gloves,"AmazonBasics Polyurethane-Coated Work Gloves, Polyester Liner Fibre, Touch Screen, Grey, Size 10, XL, 12 Pairs","","Polyurethane-coated work gloves (size 10; 12 pairs) provide added protection, comfort and dexterity for enhanced work safety and productivity",AmazonBasics,Grey,"[""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/2c/2c64ecf6.jpg"",""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/9a/9a5003c9.jpg"",""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/6a/6a572974.jpg"",""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/65/65ab7cf3.jpg""]",0,biss | Products > biss
abo,B085LQ63SX,safety,work-gloves,"AmazonBasics Cut-Resistant Work Gloves, Cut Level A2, Plastic-Dots-Coated Grip, Size 8, M, 6-Pairs","",Cut-resistant (A2 cut level) yellow work gloves (size 8) provide protection against light to medium cut hazards,AmazonBasics,Yellow,"[""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/4c/4cb3e979.jpg"",""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/e5/e5a292c7.jpg"",""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/e1/e1a8ad1e.jpg"",""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/f9/f9691005.jpg""]",0,biss | Products > biss
abo,B07FJNZS52,safety,work-gloves,"AmazonBasics Micro-Foam Nitrile Coated Work Gloves, Nylon Liner Fiber, Touch Screen, Grey, Size 6, XS, 12-Pair","","Work gloves (size 6; 12 pairs) provide added protection, comfort, and dexterity for enhanced work safety and productivity; ideal for a variety of tasks, including automotive, electrical, and assembly work",AmazonBasics,Grey,"[""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/1d/1d1912ba.jpg"",""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/1b/1b5fdd74.jpg"",""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/78/78ca58af.jpg"",""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/f1/f1083a4a.jpg""]",0,safety supply | Safety & Security > safety supply
abo,B07GT113B3,safety,work-gloves,"AmazonBasics Polyurethane Coated Work Gloves, Polyester Liner Fiber, Touch Screen, Grey, 12-Pair","","Polyurethane-coated work gloves (size 10; 12 pairs) provide added protection, comfort, and dexterity for enhanced work safety and productivity",AmazonBasics,Grey,"[""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/4f/4f5f46e7.jpg"",""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/1d/1d826c53.jpg"",""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/c6/c637307f.jpg"",""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/bc/bc65a637.jpg""]",0,safety supply | Safety & Security > safety supply
abo,B085LQMTJJ,safety,work-gloves,"AmazonBasics Cut-Resistant Work Gloves, Cut Level A2, Polyurethane Coated Gloves, Touch Screen, Salt and Pepper, Size 7, S, 6-Pairs","","Cut-resistant (A2 cut level), polyurethane-coated work gloves (size 7) provide strength, dexterity and protection against light to medium cut hazards",AmazonBasics,Salt & Pepper,"[""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/c4/c429850d.jpg"",""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/1a/1a145814.jpg"",""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/ce/cea899b0.jpg"",""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/44/44a763b6.jpg""]",0,biss | Products > biss
abo,B085LRCY26,safety,work-gloves,"AmazonBasics Latex-Coated Work Gloves, Nylon Liner Fibre, Grey, Size 10, XL, 12 Pairs","",Latex-coated grey work gloves (size 10; 12 pairs) provide added protection for enhanced work safety and productivity,AmazonBasics,Grey,"[""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/82/8201abfd.jpg"",""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/0e/0efdf31c.jpg"",""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/ee/eec2d22a.jpg"",""https://amazon-berkeley-objects.s3.amazonaws.com/images/original/2f/2f20592b.jpg""]",0,biss | Products > biss
